City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current_Description
453,Kamareddi,IN,18.3167,78.35,75.97,84,16,9.17,few clouds
454,Sibolga,ID,1.7427,98.7792,78.12,82,92,2.62,overcast clouds
455,Prince Rupert,CA,54.3161,-130.3201,54.91,93,100,2.1,light rain
456,Asyut,EG,27.181,31.1837,95.34,18,0,12.1,clear sky
457,Pando,UY,-34.7167,-55.95,69.89,73,0,16.11,clear sky
458,Eirunepe,BR,-6.6603,-69.8736,92.43,43,96,2.48,overcast clouds
459,Aksu,CN,41.1231,80.2644,90.43,23,0,5.7,clear sky
460,Kargala,RU,56.6208,83.9607,72.95,94,66,4.97,broken clouds
461,Usinsk,RU,65.9939,57.5281,48.81,93,100,16.42,overcast clouds
462,Senneterre,CA,48.3835,-77.2328,70.02,68,14,9.42,few clouds
463,Salsk,RU,46.4725,41.5428,86.22,35,17,6.49,few clouds
464,Camana,PE,-16.6228,-72.7111,64.62,72,56,9.17,broken clouds
465,Penzance,GB,50.1186,-5.5371,70.48,81,98,12.41,overcast clouds
466,Puerto Carreno,CO,6.189,-67.4859,80.13,75,100,2.46,overcast clouds
467,Dhule,IN,20.9,74.7833,79.23,72,100,12.19,overcast clouds
468,Imola,IT,44.3523,11.7158,93.99,25,22,17.76,few clouds
469,Brewster,US,41.3973,-73.6171,76.42,90,90,6.91,overcast clouds
470,Kiunga,PG,-6.1219,141.2906,71.64,100,100,3.24,light rain
471,Miranda,CO,3.2499,-76.2281,77.65,75,100,4.25,overcast clouds
472,Laguna,US,38.421,-121.4238,89.64,58,1,3.0,clear sky
473,Tromso,NO,69.6496,18.957,56.05,93,75,5.75,light intensity shower rain
474,Corinto,GR,37.9407,22.9573,90.63,35,0,15.35,clear sky
475,Bell Ville,AR,-32.6259,-62.6887,58.8,53,0,12.75,clear sky
476,Polunochnoye,RU,60.8697,60.4153,52.74,69,79,5.75,broken clouds
477,Grindavik,IS,63.8424,-22.4338,53.56,93,75,29.93,broken clouds
478,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,6.91,clear sky
479,Duku,NG,11.2361,4.9073,86.83,54,94,4.56,overcast clouds
480,Ust-Ilimsk,RU,58.0006,102.6619,66.33,58,83,4.47,broken clouds
481,Yaan,NG,7.3833,8.5667,79.02,79,97,7.81,light rain
482,Puerto Escondido,MX,15.85,-97.0667,88.63,70,1,0.0,clear sky
483,Akdepe,TM,42.0551,59.3788,98.6,35,0,22.79,clear sky
484,Mayumba,GA,-3.432,10.6554,74.7,79,80,8.68,broken clouds
485,Acari,PE,-15.4311,-74.6158,70.03,59,78,7.58,broken clouds
486,Long Xuyen,VN,10.3833,105.4167,78.75,88,18,7.02,few clouds
487,Sept-Iles,CA,50.2001,-66.3821,68.52,80,75,11.99,broken clouds
488,Cache Creek,CA,50.8101,-121.3246,72.18,48,9,2.51,clear sky
489,Hegra,NO,63.4644,11.114,67.91,77,20,12.66,few clouds
490,Jos,NG,9.9167,8.9,70.41,83,98,7.72,light rain
491,Santa Barbara,US,34.7333,-120.0343,70.34,88,90,0.0,overcast clouds
492,Jalingo,NG,8.8833,11.3667,81.95,72,84,7.11,light rain
493,Kiruna,SE,67.8557,20.2251,63.52,68,40,3.44,scattered clouds
494,La Mana,EC,-0.9333,-79.2167,90.9,89,96,2.3,overcast clouds
495,Basco,PH,20.4487,121.9702,82.72,87,99,31.79,overcast clouds
496,Eregli,TR,37.5133,34.0467,82.92,23,11,8.1,few clouds
497,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,87,40,27.63,scattered clouds
498,Marsa Matruh,EG,31.3525,27.2453,80.28,55,0,9.22,clear sky
499,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.55,74,17,12.77,few clouds
500,Varca,IN,15.2167,73.9167,79.66,87,98,16.82,overcast clouds
501,Mendi,PG,-6.1761,143.6513,54.34,98,78,1.21,broken clouds
502,Rocha,UY,-34.4833,-54.3333,70.38,77,99,12.66,overcast clouds
503,Banda Aceh,ID,5.5577,95.3222,80.92,81,88,7.31,overcast clouds
504,Tarata,BO,-17.6167,-66.0167,72.82,20,1,3.83,clear sky
505,Gloucester,GB,51.8657,-2.2431,76.1,61,75,5.75,broken clouds
506,Baykit,RU,61.67,96.37,68.63,62,74,3.2,broken clouds
507,Mackay,AU,-21.15,149.2,55.04,51,2,5.84,clear sky
508,Buncrana,IE,55.1333,-7.45,74.97,58,2,7.94,clear sky
509,Santa Marta,CO,11.2408,-74.199,84.97,76,100,1.01,overcast clouds
510,Lantana,US,26.5867,-80.052,92.05,71,40,3.0,scattered clouds
511,Vryburg,ZA,-26.9566,24.7284,50.27,30,0,7.23,clear sky
512,Grand Island,US,40.925,-98.342,71.55,83,1,9.22,clear sky
513,Gobabis,NA,-22.45,18.9667,62.53,31,0,10.98,clear sky
514,Charters Towers,AU,-20.1,146.2667,55.45,39,2,7.2,clear sky
515,Progreso,MX,21.2833,-89.6667,91.11,68,99,4.29,overcast clouds
516,Oppdal,NO,62.5943,9.6912,73.06,56,78,3.27,broken clouds
517,Poum,NC,-20.2333,164.0167,72.28,78,7,13.78,clear sky
518,Storforshei,NO,66.4043,14.5233,73.18,60,20,4.61,few clouds
519,Petrovsk-Zabaykalskiy,RU,51.273,108.843,55.09,79,15,4.79,few clouds
520,Helena,US,46.5927,-112.0361,87.24,30,1,0.0,clear sky
521,Hualmay,PE,-11.0964,-77.6139,66.43,74,28,6.85,scattered clouds
522,Kaeo,NZ,-35.1,173.7833,60.33,96,100,9.13,moderate rain
523,Kirakira,SB,-10.4544,161.9205,77.99,85,65,8.39,broken clouds
524,Teahupoo,PF,-17.8333,-149.2667,64.36,68,3,11.25,clear sky
525,Atkarsk,RU,51.8718,45.0078,68.0,52,82,3.94,broken clouds
526,Gashua,NG,12.871,11.0482,90.1,45,100,11.45,overcast clouds
527,Fairhaven,US,41.6376,-70.9036,72.0,86,90,1.01,overcast clouds
528,Nuevitas,CU,21.5453,-77.2644,89.04,60,23,9.13,few clouds
529,Bensonville,LR,6.4461,-10.6125,85.55,64,87,7.49,overcast clouds
530,Napasar,IN,27.9667,73.55,99.1,41,36,10.67,scattered clouds
531,Hobyo,SO,5.3505,48.5268,77.74,73,87,24.61,overcast clouds
532,Goslar,DE,51.9043,10.4277,81.52,60,44,7.4,scattered clouds
533,Te Anau,NZ,-45.4167,167.7167,46.83,93,100,3.27,overcast clouds
534,Kuybysheve,UA,47.358,36.6491,77.74,52,2,6.4,clear sky
535,Saint-Joseph,RE,-21.3667,55.6167,68.36,75,20,12.75,few clouds
536,Anadyr,RU,64.75,177.4833,52.3,93,90,4.0,fog
537,Panjakent,TJ,39.4952,67.6093,89.4,20,0,6.96,clear sky
538,Alexandria,EG,31.2156,29.9553,80.31,63,0,14.67,clear sky
539,Vyazemskiy,RU,47.5378,134.7525,74.3,78,100,2.86,overcast clouds
540,Alta Floresta,BR,-9.8756,-56.0861,94.57,25,76,4.88,broken clouds
541,Vadso,NO,70.0744,29.7487,53.76,58,40,13.8,scattered clouds
542,San Vicente,AR,-26.6167,-54.1333,79.56,30,91,8.75,overcast clouds
543,Asau,RO,46.4333,26.4,80.76,42,66,3.0,broken clouds
544,Abu Samrah,SY,35.3029,37.1841,95.63,23,1,13.11,clear sky
545,Saint Anthony,US,45.0205,-93.218,88.11,36,1,1.99,clear sky
546,Ulfborg,DK,56.2673,8.3217,77.47,62,80,17.6,broken clouds
547,Byron Bay,AU,-28.65,153.6167,49.87,64,1,8.3,clear sky
548,Kapoeta,SS,4.7717,33.5903,72.81,60,100,13.04,overcast clouds
549,Zaysan,KZ,47.4667,84.8667,75.83,35,8,9.91,clear sky
550,San Cristobal,VE,7.7669,-72.225,71.78,76,100,4.41,overcast clouds
551,Takoradi,GH,4.8845,-1.7554,79.54,67,75,14.18,broken clouds
552,Half Moon Bay,US,37.4636,-122.4286,72.05,83,90,0.0,overcast clouds
553,Oudtshoorn,ZA,-33.5907,22.2014,53.96,30,82,6.26,broken clouds
554,Dehloran,IR,32.6941,47.2679,111.54,7,0,15.57,clear sky
555,Almeirim,BR,-1.5233,-52.5817,90.03,45,69,3.69,broken clouds
556,Awbari,LY,26.5921,12.7805,96.64,13,0,11.63,clear sky
557,Barraute,CA,48.4335,-77.6328,71.19,72,10,9.31,clear sky
558,Northam,GB,51.0333,-4.2167,75.2,75,96,8.48,overcast clouds
559,Tortoli,IT,39.9256,9.6572,95.29,35,94,17.45,overcast clouds
560,Klyuchi,RU,52.2667,79.1667,75.9,45,46,6.69,scattered clouds
561,Matamoros,MX,25.5333,-103.25,82.11,40,1,0.0,clear sky
562,Dingle,PH,10.9995,122.6711,77.02,90,64,7.27,light rain
563,Sudbury,CA,46.49,-80.99,76.41,58,51,7.56,broken clouds
564,Khasan,RU,42.4308,130.6434,73.96,96,75,4.61,broken clouds
565,Zonguldak,TR,41.25,31.8333,72.05,65,36,4.83,scattered clouds
566,Lokoja,NG,7.8024,6.743,81.93,76,92,6.8,light rain
567,Sur,OM,22.5667,59.5289,92.5,58,44,5.3,scattered clouds
568,Lixourion,GR,38.2019,20.4314,91.26,54,0,10.36,clear sky
569,Freeport,US,40.6576,-73.5832,81.1,85,90,11.01,overcast clouds
570,Shiraoi,JP,42.55,141.35,73.58,96,46,3.62,scattered clouds
571,Noumea,NC,-22.2763,166.4572,70.0,99,81,7.09,broken clouds
572,Przhevalskoye,RU,55.5093,31.8482,74.19,50,13,2.46,few clouds
573,Marevo,RU,57.3146,32.0804,71.85,59,47,2.93,scattered clouds
574,Penalva,BR,-3.2942,-45.1736,91.92,37,80,5.37,broken clouds
575,Eyl,SO,7.9803,49.8164,83.16,52,84,25.32,broken clouds
576,Shaunavon,CA,49.6501,-108.4181,77.88,26,1,9.44,clear sky
577,Chapais,CA,49.7834,-74.8492,64.18,67,58,11.9,broken clouds
578,Shostka,UA,51.863,33.4698,68.43,75,68,1.5,broken clouds
579,Volchikha,RU,52.0333,80.3833,73.74,49,20,6.13,few clouds
580,Campobasso,IT,41.6333,14.5833,86.81,26,84,12.88,light rain
581,Hun,LY,29.1268,15.9477,95.49,17,0,13.65,clear sky
582,Nemuro,JP,43.3236,145.575,61.32,92,2,6.69,clear sky
583,Puntarenas,CR,9.9763,-84.8384,84.13,72,99,3.38,overcast clouds
584,Ajaccio,FR,42.0,8.9167,89.76,70,0,5.75,clear sky
585,Sinop,TR,41.7711,34.8709,73.83,68,6,5.7,clear sky
586,Pueblo Nuevo,MX,23.3833,-105.3833,68.29,65,99,1.07,overcast clouds
587,San Andres,CO,12.5847,-81.7006,86.02,74,75,11.5,broken clouds
588,Medea,DZ,36.2642,2.7539,81.05,21,98,7.78,overcast clouds
589,Chase,CA,50.8165,-119.6857,74.37,51,13,1.72,few clouds
590,Atambua,ID,-9.1061,124.8925,66.99,79,25,4.43,scattered clouds
591,Labuhan,ID,-6.8844,112.2051,74.64,78,13,5.46,few clouds
592,Bermeo,ES,43.4209,-2.7215,75.85,76,100,8.25,overcast clouds
593,Birin,NP,26.8865,88.0718,66.24,94,100,3.09,light rain
594,Cao Bang,VN,22.6667,106.25,76.59,94,93,1.74,overcast clouds
595,Port Macquarie,AU,-31.4333,152.9167,53.56,81,0,8.05,clear sky
596,Mount Gambier,AU,-37.8333,140.7667,50.07,92,42,9.95,scattered clouds
597,Lasa,IT,46.6166,10.7002,69.03,67,74,4.9,light rain
598,Haradok,BY,55.4624,29.9816,78.91,40,18,4.18,few clouds
599,Muswellbrook,AU,-32.2667,150.9,47.32,73,6,7.61,clear sky
600,Dalby,AU,-27.1833,151.2667,39.97,81,96,6.04,overcast clouds
601,Praia,CV,14.9215,-23.5087,82.94,54,20,16.11,few clouds
602,Taitung,TW,22.7583,121.1444,83.84,76,46,5.53,scattered clouds
603,Yulara,AU,-25.2406,130.9889,51.64,46,99,5.75,overcast clouds
604,Chumikan,RU,54.7183,135.315,63.01,92,28,8.43,scattered clouds
605,Canyon Lake,US,29.8752,-98.2625,90.25,65,2,1.99,clear sky
606,Yelizavetino,RU,59.4916,29.7938,70.36,43,34,5.7,scattered clouds
607,Bogorodskoye,RU,56.55,37.8833,71.78,53,92,4.74,overcast clouds
608,Maracaibo,VE,10.6317,-71.6406,80.38,81,100,9.08,overcast clouds
609,Lakes Entrance,AU,-37.8811,147.981,51.19,63,41,15.46,scattered clouds
610,Saiha,IN,22.4833,92.9667,72.66,98,100,2.04,overcast clouds
611,Richmond,US,37.5538,-77.4603,87.26,72,75,3.0,broken clouds
612,Tchibanga,GA,-2.85,11.0333,81.54,55,92,9.33,overcast clouds
613,Kailua,US,21.4022,-157.7394,78.78,76,90,10.36,overcast clouds
614,Vila Velha,BR,-20.3297,-40.2925,76.96,58,40,9.22,scattered clouds
615,Mugur-Aksy,RU,50.35,90.5,55.44,81,78,2.93,broken clouds
616,Sterling,US,39.0062,-77.4286,88.25,69,75,1.99,broken clouds
617,Neiafu,TO,-18.65,-173.9833,74.08,100,75,0.0,broken clouds
618,Boysun,UZ,38.2061,67.1986,86.36,17,0,5.73,clear sky
619,La Union,PE,-5.4,-80.75,76.19,57,17,5.99,few clouds
620,Vasto,IT,42.1243,14.7059,84.45,40,64,9.01,light rain
621,Kedrovyy,RU,56.1667,91.8167,64.81,77,25,3.65,scattered clouds
622,Seymchan,RU,62.8833,152.4333,56.93,97,100,5.23,light rain
623,Altagracia De Orituco,VE,9.8601,-66.3814,77.76,85,99,4.09,overcast clouds
624,Platteville,US,42.7342,-90.4785,84.96,45,1,5.75,clear sky
625,Kathmandu,NP,27.7167,85.3167,70.02,100,75,3.44,moderate rain
626,Tuy Hoa,VN,13.0833,109.3,82.22,65,13,16.46,few clouds
627,Pundaguitan,PH,6.3711,126.1689,84.36,78,50,17.63,scattered clouds
628,Marawi,PH,7.9986,124.2928,72.64,80,44,4.05,scattered clouds
629,Tianpeng,CN,30.9866,103.9393,81.07,89,39,1.3,scattered clouds
630,Shitanjing,CN,39.2342,106.3439,77.94,37,100,2.98,overcast clouds
631,Les Cayes,HT,18.2,-73.75,86.47,65,89,9.55,overcast clouds
632,Karur,IN,10.95,78.0833,81.05,68,75,18.21,broken clouds
633,San Luis Obispo,US,35.3666,-120.5343,70.29,69,90,3.44,overcast clouds
634,Muyezerskiy,RU,63.9333,31.65,67.01,51,93,1.81,light rain
635,Asosa,ET,10.0667,34.5333,60.13,99,98,3.62,light rain
636,Kuminskiy,RU,58.6667,66.5667,55.9,55,95,5.66,overcast clouds
637,Isla Mujeres,MX,21.2311,-86.731,86.16,70,92,6.98,overcast clouds
638,Hammerfest,NO,70.6634,23.6821,46.85,87,75,3.44,broken clouds
639,Elizabeth City,US,36.2946,-76.2511,86.02,65,1,5.01,clear sky
640,Nioro,GM,13.35,-15.75,87.64,55,100,7.76,overcast clouds
641,Eureka,US,40.8021,-124.1637,54.21,76,78,3.74,broken clouds
642,Hofn,IS,64.2539,-15.2082,53.62,82,40,13.8,scattered clouds
643,Burnie,AU,-41.0667,145.9167,45.91,80,41,16.6,scattered clouds
644,San Quintin,MX,30.4833,-115.95,68.81,82,100,5.88,overcast clouds
645,Nenjiang,CN,49.1833,125.2167,67.84,96,100,5.08,overcast clouds
646,Bukachacha,RU,52.9833,116.9167,56.26,92,98,4.94,overcast clouds
647,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,83,75,13.24,broken clouds
648,Abu Dhabi,AE,24.4667,54.3667,100.51,63,21,6.91,few clouds
649,Nabire,ID,-3.3667,135.4833,75.9,88,99,3.02,light rain
650,Hamadan,IR,34.7992,48.5146,89.58,14,91,16.08,overcast clouds
651,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,95.4,21,0,19.26,clear sky
652,Bassano,CA,50.7834,-112.4685,72.95,37,1,12.91,clear sky
653,Miranda De Ebro,ES,42.6865,-2.947,78.39,51,90,13.09,overcast clouds
654,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,71.24,84,87,14.27,overcast clouds
655,Fomboni,KM,-12.28,43.7425,76.82,60,2,17.18,clear sky
656,Huancabamba,PE,-5.2386,-79.4506,71.42,47,25,2.84,scattered clouds
657,Bereda,ES,43.2686,-7.5406,75.42,67,71,6.35,broken clouds
658,Saint-Andre-Avellin,CA,45.7168,-75.066,76.87,69,92,10.11,overcast clouds
659,Baloda,IN,22.15,82.4833,81.9,75,56,10.47,broken clouds
660,Las Vegas,US,36.175,-115.1372,90.18,45,1,9.22,clear sky
661,Sawakin,SD,19.1059,37.3321,91.74,53,26,14.09,scattered clouds
662,Lucea,JM,18.451,-78.1736,87.66,68,17,4.72,few clouds
663,Chauk,MM,20.8833,94.8167,84.29,68,100,9.08,overcast clouds
664,Cassilandia,BR,-19.1133,-51.7342,86.86,19,0,9.17,clear sky
665,Hondo,JP,32.45,130.2,81.95,76,100,7.09,overcast clouds
666,Krasnyy Oktyabr,RU,56.1167,38.8833,72.28,54,76,4.32,broken clouds
667,Odesskoye,RU,54.2111,72.9651,67.87,81,0,17.94,light rain
668,Inhambane,MZ,-23.865,35.3833,64.17,77,62,12.8,light rain
669,Guerande,FR,47.3291,-2.4283,74.77,81,13,16.17,few clouds
670,Honningsvag,NO,70.9821,25.9704,47.95,71,75,13.8,broken clouds
671,Kukuna,SL,9.4,-12.6667,78.06,91,100,6.04,moderate rain
672,Vendome,FR,47.8,1.0667,71.64,82,71,15.32,broken clouds
673,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,73.94,69,79,10.07,broken clouds
674,Dutlwe,BW,-23.9833,23.9,55.44,31,35,9.95,scattered clouds
675,Manicore,BR,-5.8092,-61.3003,91.35,52,0,6.91,clear sky
676,Belaya Gora,RU,68.5333,146.4167,46.49,68,91,7.56,overcast clouds
677,Camacha,PT,33.0833,-16.3333,74.16,78,40,12.66,scattered clouds
678,Puerto Ayacucho,VE,5.6639,-67.6236,82.35,74,100,1.77,overcast clouds
679,Miri,MY,4.4148,114.0089,84.34,84,40,3.44,moderate rain
